10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017,Gender_f,Gender_m,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,CollegeTier_1,CollegeTier_2
72.0,65.0,65.3,405,485,430,0.413838255788123,385,0,0,0,0,0,0,0.7027,0.0459,0.1637,-0.995,1.4386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
91.1,90.0,76.29,475,495,445,0.930370607202691,565,0,0,0,0,0,0,-0.5899,0.6211,-1.6807,1.5404,-2.5853,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
70.0,69.0,76.11,565,445,625,0.0,465,0,0,0,0,0,0,0.1282,0.0459,0.3174,0.2727,0.2889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
87.0,92.0,78.0,590,545,705,0.376059586651545,0,300,0,0,0,0,0,0.2718,0.3789,-0.7585,-0.6147,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
60.14,66.0,67.0,295,365,615,0.413838255788123,385,0,0,0,0,0,0,-0.1082,-0.2793,-1.7954,1.0024,-0.4455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
78.8,64.8,58.33,430,350,310,0.165633091512476,305,0,0,0,0,0,0,-1.3447,0.0328,-0.598,-0.0552,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
75.0,73.0,70.0,505,485,445,0.538386892985096,245,333,0,0,0,0,0,-1.1901,0.9688,-1.0697,1.3549,0.0284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
91.52,81.0,76.7,465,545,485,0.377551419424541,375,0,0,0,0,0,0,-0.8772,-0.7866,-0.4511,0.0192,-0.4776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
90.08,83.62,62.71,560,520,370,0.649389714846691,445,356,0,0,0,0,0,-0.5899,0.5454,0.6248,0.2727,0.8637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
90.6,74.4,73.0,640,565,715,0.903940782098604,395,0,0,500,0,0,0,0.1282,0.2124,-1.2196,-0.995,-0.2859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
81.7,77.4,60.0,535,435,390,0.486747008438193,475,0,376,0,0,0,0,0.4155,-0.1206,1.7007,-1.7556,0.2889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
80.0,91.7,69.3,605,545,525,0.943272157866555,275,452,0,0,0,0,0,-0.3027,0.0459,0.7785,-1.2486,0.6721,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
76.0,79.0,73.0,580,580,840,0.735795709224656,475,0,0,0,0,0,0,-0.2628,1.1248,0.3817,0.5323,0.4234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
67.0,65.0,62.0,430,545,535,0.0,435,0,0,0,0,0,0,-0.3027,0.5454,0.4711,-0.995,-0.4776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
86.0,74.44,73.38,520,575,650,0.486747008438193,695,0,376,0,0,0,0,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
90.0,89.0,72.0,535,470,470,0.190153405601018,315,0,0,0,0,0,0,-0.3027,-0.6201,0.01,-1.5021,-1.0524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
61.0,53.0,69.0,355,315,435,0.600057182338341,435,0,0,0,0,0,0,-0.2628,-1.3713,0.0914,0.1798,0.5024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
80.13,80.2,64.91,570,640,665,0.960603251997053,0,466,0,0,0,0,0,-1.7389,0.0459,-1.0659,1.5404,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
75.0,70.0,68.6,554,625,575,0.600057182338341,435,0,0,0,0,0,0,0.0464,-0.1232,-0.0537,0.8848,0.5024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
93.16,97.9,87.94,555,585,750,0.993917312137124,295,0,0,606,0,0,0,1.5644,0.2124,-0.2974,-2.5163,-0.8608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
85.0,86.0,70.0,605,595,525,0.649389714846691,355,356,0,0,0,0,0,0.8463,0.5454,0.3174,-1.8824,0.4805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
80.8,57.33,84.77,640,510,340,0.864685413370085,525,0,0,0,0,0,0,1.4208,-0.6201,0.01,-0.995,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
73.4,67.0,63.2,515,475,625,0.824666400671332,0,400,0,0,0,260,0,1.2828,-0.5913,-0.9245,-0.9953,-1.0774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
80.0,71.17,61.0,465,440,310,0.413838255788123,385,0,0,0,0,0,0,0.51,1.2808,-0.9245,-0.9659,-0.2875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
62.5,60.0,72.0,465,540,465,0.112139438207403,335,228,0,0,0,0,0,-0.4463,-0.7866,-0.4511,-0.995,-1.0524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
78.0,82.8,79.0,395,495,440,0.0,395,0,0,0,0,0,0,0.2718,0.7119,0.7785,0.653,1.4386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
86.2,73.4,64.5,605,500,590,0.207392169717661,0,260,0,0,0,0,0,-0.7335,1.2114,1.0859,-1.3753,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
61.0,65.0,68.0,535,525,455,0.744758354008939,535,0,438,0,0,0,0,-0.6491,0.1888,-0.4891,0.1798,-0.9194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
89.0,83.0,81.0,345,505,595,0.974396112538398,615,0,0,0,0,0,0,1.2828,0.0328,0.2366,-1.7004,-0.4455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
80.6,84.0,71.0,585,610,525,0.684565067658204,335,0,0,0,452,0,0,-0.3027,-1.6191,-0.6048,0.0192,-1.6273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
86.34,83.7,72.19,525,435,620,0.486747008438193,445,0,376,0,0,0,0,0.99,1.0449,1.8543,0.0192,0.0973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
86.9,91.7,67.0,485,505,595,0.377551419424541,375,0,0,0,0,0,0,0.9737,0.1888,-1.0697,-1.4653,-0.2875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
91.8,85.0,74.7,554,465,525,0.376059586651545,0,300,0,0,0,0,0,-1.4992,-0.7473,-1.5051,0.2973,0.4234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
88.1,88.1,62.57,560,510,520,0.423951396376433,385,0,0,0,388,0,0,1.1336,1.3779,0.01,-2.2627,-0.0943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
84.4,75.6,79.0,535,610,735,0.960603251997053,0,466,0,0,0,0,0,1.2772,0.3789,-0.1437,0.2727,-0.0943,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
79.0,69.6,72.0,475,515,545,0.600057182338341,435,0,0,0,0,0,0,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
97.0,95.08,89.0,440,395,545,0.493596387301038,355,324,0,0,0,0,0,1.4208,0.7119,-0.7585,-1.6289,-0.8608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
72.0,72.0,68.0,405,445,235,0.0,255,0,0,0,0,0,0,-0.4463,-0.9531,-0.2974,0.3995,-0.6692,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
89.1,96.2,85.57,665,625,674,0.960603251997053,445,466,0,0,0,500,0,0.7419,0.8128,-0.4891,0.2679,-0.4455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
76.0,74.0,79.0,590,450,400,0.356536487724475,525,0,346,0,0,0,0,1.5644,1.2114,1.8543,0.9066,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
77.6,77.4,72.0,630,520,355,0.842248322257836,645,0,469,0,0,0,0,-1.1644,-1.1196,-0.9122,-0.1076,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
78.6,79.0,74.0,675,565,405,0.868736585485218,335,0,376,0,0,420,0,0.8463,1.0449,0.7785,-2.643,0.2889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
62.93,66.0,59.9,455,555,615,0.670743151433127,455,266,0,0,0,0,0,-0.880999999999999,0.0328,0.9623,-0.1727,-0.4455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
81.9,89.3,87.5,445,525,375,0.538386892985096,355,333,0,0,0,0,0,0.6646,0.2668,-0.7068,0.53233,0.0284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
86.33,86.33,66.93,370,400,485,0.377551419424541,375,0,0,0,0,0,0,0.2009,0.8128,0.672,1.7074,0.5419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
76.0,64.0,67.0,555,450,470,0.486747008438193,465,0,376,0,0,0,0,-1.1644,1.2114,0.4711,-0.1076,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
67.0,62.0,71.0,520,305,355,0.0409993103614119,365,0,223,0,0,0,0,-1.308,-0.2871,-0.2974,0.3995,-1.8189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
70.0,61.0,70.0,315,355,375,0.342314899911815,365,0,0,0,0,0,0,-0.1082,-1.0593,-0.1988,1.2374,-0.6035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
76.96,70.0,70.0,350,240,210,0.112139438207403,315,228,0,0,0,0,0,0.99,-0.9531,1.0859,0.5262,-0.0943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
90.83,92.5,82.0,640,665,630,0.875503907349337,345,0,0,0,516,0,0,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
85.46,82.5,62.0,495,505,625,0.98374996654107,635,0,0,0,0,0,0,0.3555,-0.9033,-0.1988,-0.5253,0.3444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
61.0,72.0,55.5,415,345,395,0.670743151433127,455,0,0,0,0,0,0,0.51,0.0328,-1.0697,-0.6134,-0.4455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
76.0,71.0,68.0,510,370,430,0.356536487724475,305,0,346,0,0,0,0,0.1282,-0.1206,0.6248,0.2727,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
92.0,87.6,81.1,545,535,650,0.758379883023504,0,0,0,0,473,0,0,0.2718,-0.2871,-0.2974,-1.3753,-0.2859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
86.8,84.6,83.9,435,575,454,0.735795709224656,475,0,0,0,0,0,0,0.3555,0.8128,-0.4891,-0.6428,-0.7615,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
87.0,85.0,66.5,650,480,525,0.911395278391328,455,0,500,0,0,0,0,0.99,1.0449,0.3174,0.0192,0.0973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.0,75.0,67.63,455,435,475,0.700826161753383,464,0,0,0,0,0,0,-0.0154,1.5444,1.3933,-0.7415,1.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
78.8,67.0,71.0,465,440,520,0.144789889482462,495,0,284,0,0,0,0,-1.0208,-0.4536,-0.4511,-0.3612,1.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
81.0,78.0,65.0,630,520,545,0.493596387301038,495,324,0,0,0,0,0,1.2772,0.8784,1.547,-0.8682,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
71.0,72.6,73.6,360,425,445,0.342314899911815,365,0,0,0,0,0,0,0.8463,-0.6201,0.6248,-0.2344,1.0554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
78.08,80.8,62.67,650,540,380,0.459015840492937,225,0,0,376,0,0,0,1.1336,0.3789,0.01,-0.4879,0.4805,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
70.0,74.0,65.0,430,365,255,0.112139438207403,0,228,0,0,0,313,0,0.2718,-0.2871,0.1637,0.3995,0.4805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
75.0,77.0,70.45,455,595,545,0.112139438207403,425,228,0,0,0,0,0,1.2772,1.2114,1.3933,-0.1076,0.8637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
66.7,60.0,66.0,405,425,545,0.704090412131314,465,0,0,0,0,0,0,0.4155,0.3789,1.0859,-0.1076,-1.4356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
77.0,71.0,72.34,465,555,650,0.765673581234011,485,0,0,0,0,0,0,1.3215,1.5928,1.3977,-1.1422,0.1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
76.5,69.0,64.2,635,585,665,0.356536487724475,505,0,346,0,0,0,0,1.5644,0.0459,1.2396,-1.2486,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
78.8,70.0,77.6,545,505,485,0.0800552813405495,405,0,253,0,0,0,0,-0.3027,0.5454,1.2396,-0.1076,1.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
78.0,69.0,68.0,675,545,525,0.23780283983757,395,0,315,0,0,0,0,-0.3027,-0.6201,-2.2954,-0.1076,-0.2859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.0,85.0,81.0,455,485,605,0.0,0,0,0,0,0,0,0,0.6696,-0.1334,0.3292,-1.5899,-0.8608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
77.5,83.0,64.5,430,555,455,0.529115660370313,0,0,0,0,0,0,0,-0.0154,-0.1206,-0.7585,1.0333,-1.6273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
76.0,55.6,60.64,665,570,560,0.842248322257836,0,0,469,0,0,0,0,0.7027,0.7119,0.9322,-1.5021,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
80.8,62.2,73.12,445,485,545,0.793580614548506,495,0,0,0,0,0,0,1.2056,1.9048,-0.7794,-1.49467,-0.4455,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
70.1,68.6,66.52,695,505,605,0.930370607202691,565,0,0,0,0,0,0,0.2009,-0.4353,-0.1988,0.2973,0.8183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
87.5,93.6,70.22,380,460,555,0.486747008438193,365,0,376,0,0,0,0,0.4155,0.5454,0.9322,-0.8682,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
62.0,58.0,59.0,475,375,325,0.229481754911755,0,266,0,0,0,260,0,-0.2628,0.5008,0.2729,0.41483,0.3444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
95.86,87.0,78.27,635,495,525,0.974396112538398,615,0,0,0,0,0,0,0.6646,0.3448,-1.0697,-2.0529,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
82.3,84.2,75.6,475,425,380,0.684565067658204,335,0,0,0,452,0,0,0.8463,-0.6201,-0.1437,-1.3753,-1.244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
80.8,89.0,82.0,475,390,435,0.380091833171688,465,0,0,0,0,313,0,-0.3027,-0.1206,0.01,0.0192,-2.0105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
